id,name,dept,salary,tax
2820,Garcia,5,282000,28200
2821,Smith,0,282100,28210
2822,Garcia,3,282200,28220
2823,Taylor,0,282300,28230
2824,Jackson,4,282400,28240
2825,Williams,1,282500,28250
2826,Williams,1,282600,28260
2827,Wilson,1,282700,28270
2828,Thomas,4,282800,28280
2829,Taylor,4,282900,28290
2830,Moore,3,283000,28300
2831,Garcia,4,283100,28310
2832,Martin,3,283200,28320
2833,Smith,5,283300,28330
2834,Anderson,5,283400,28340
2835,Thompson,3,283500,28350
2836,Garcia,4,283600,28360
2837,Anderson,2,283700,28370
2838,Brown,4,283800,28380
2839,Garcia,4,283900,28390
2840,Thompson,5,284000,28400
2841,Garcia,4,284100,28410
2842,Miller,1,284200,28420
2843,Moore,3,284300,28430
2844,Garcia,1,284400,28440
2845,Davis,1,284500,28450
2846,Williams,1,284600,28460
2847,Thomas,0,284700,28470
2848,Jones,4,284800,28480
2849,Brown,4,284900,28490
2850,Harris,5,285000,28500
2851,Wilson,0,285100,28510
2852,Martin,1,285200,28520
2853,Williams,3,285300,28530
2854,Smith,4,285400,28540
2855,Martin,0,285500,28550
2856,Moore,2,285600,28560
2857,Taylor,4,285700,28570
2858,Anderson,4,285800,28580
2859,Moore,3,285900,28590
2860,Jackson,2,286000,28600
2861,White,5,286100,28610
2862,Williams,1,286200,28620
2863,White,4,286300,28630
2864,Miller,2,286400,28640
2865,Smith,3,286500,28650
2866,Johnson,4,286600,28660
2867,Williams,3,286700,28670
2868,Garcia,1,286800,28680
2869,Johnson,5,286900,28690
2870,Miller,1,287000,28700
2871,White,1,287100,28710
2872,Thompson,2,287200,28720
2873,Harris,4,287300,28730
2874,Taylor,4,287400,28740
2875,Moore,0,287500,28750
2876,Davis,4,287600,28760
2877,Taylor,1,287700,28770
2878,Wilson,2,287800,28780
2879,Moore,4,287900,28790
2880,Thompson,1,288000,28800
2881,Jones,4,288100,28810
2882,Miller,4,288200,28820
2883,Miller,1,288300,28830
2884,Johnson,3,288400,28840
2885,Martin,4,288500,28850
2886,Taylor,2,288600,28860
2887,Jones,0,288700,28870
2888,Davis,2,288800,28880
2889,Johnson,3,288900,28890
2890,Thomas,1,289000,28900
2891,Smith,0,289100,28910
2892,White,0,289200,28920
2893,Taylor,4,289300,28930
2894,Jones,2,289400,28940
2895,Brown,1,289500,28950
2896,Martin,4,289600,28960
2897,White,1,289700,28970
2898,Jones,1,289800,28980
2899,Williams,5,289900,28990
2900,Thomas,5,290000,29000
2901,Wilson,3,290100,29010
2902,Harris,3,290200,29020
2903,White,2,290300,29030
2904,Davis,3,290400,29040
2905,Anderson,3,290500,29050
2906,Thomas,3,290600,29060
2907,Thomas,3,290700,29070
2908,Harris,2,290800,29080
2909,Miller,3,290900,29090
2910,Davis,0,291000,29100
2911,Brown,1,291100,29110
2912,Johnson,0,291200,29120
2913,Garcia,1,291300,29130
2914,Jones,3,291400,29140
2915,Moore,4,291500,29150
2916,Johnson,5,291600,29160
2917,Jackson,2,291700,29170
2918,Williams,1,291800,29180
2919,Martin,5,291900,29190
2920,Thomas,4,292000,29200
2921,Moore,3,292100,29210
2922,Harris,1,292200,29220
2923,Miller,2,292300,29230
2924,Jones,4,292400,29240
2925,Brown,4,292500,29250
2926,Thompson,3,292600,29260
2927,Johnson,0,292700,29270
2928,Smith,2,292800,29280
2929,Brown,4,292900,29290
2930,Williams,5,293000,29300
2931,Williams,2,293100,29310
2932,Harris,4,293200,29320
2933,White,4,293300,29330
2934,Smith,5,293400,29340
2935,Jones,3,293500,29350
2936,Martin,2,293600,29360
2937,Wilson,5,293700,29370
2938,Harris,2,293800,29380
2939,Johnson,3,293900,29390
2940,Smith,5,294000,29400
2941,Jackson,1,294100,29410
2942,Johnson,2,294200,29420
2943,Garcia,2,294300,29430
2944,Harris,1,294400,29440
2945,White,0,294500,29450
2946,Martin,4,294600,29460
2947,Martin,5,294700,29470
2948,Davis,3,294800,29480
2949,Anderson,2,294900,29490
2950,Harris,4,295000,29500
2951,Wilson,2,295100,29510
2952,Harris,5,295200,29520
2953,Smith,4,295300,29530
2954,Taylor,3,295400,29540
2955,Thompson,1,295500,29550
2956,Thompson,0,295600,29560
2957,Miller,0,295700,29570
2958,Jones,5,295800,29580
2959,Williams,1,295900,29590
2960,Jackson,0,296000,29600
2961,Jones,2,296100,29610
2962,Thompson,2,296200,29620
2963,White,2,296300,29630
2964,Moore,3,296400,29640
2965,Jones,2,296500,29650
2966,White,2,296600,29660
2967,Martin,4,296700,29670
2968,Harris,1,296800,29680
2969,Harris,4,296900,29690
2970,Smith,0,297000,29700
2971,Harris,2,297100,29710
2972,White,5,297200,29720
2973,Williams,4,297300,29730
2974,Davis,2,297400,29740
2975,Johnson,3,297500,29750
2976,Taylor,4,297600,29760
2977,Taylor,1,297700,29770
2978,Thomas,5,297800,29780
2979,Wilson,5,297900,29790
2980,Johnson,4,298000,29800
2981,Moore,3,298100,29810
2982,Thompson,1,298200,29820
2983,Harris,1,298300,29830
2984,Anderson,3,298400,29840
2985,Miller,4,298500,29850
2986,Miller,3,298600,29860
2987,,1,298700,29870
2988,Smith,4,298800,29880
2989,Anderson,2,298900,29890
2990,Williams,2,299000,29900
2991,Taylor,2,299100,29910
2992,White,0,299200,29920
2993,Thomas,4,299300,29930
2994,Garcia,1,299400,29940
2995,Taylor,4,299500,29950
2996,Garcia,1,299600,29960
2997,Martinez,5,299700,29970
2998,Anderson,1,299800,29980
2999,Martinez,0,299900,29990
3000,Moore,4,300000,30000
3001,Taylor,2,300100,30010
3002,Jones,1,300200,30020
3003,Jones,1,300300,30030
3004,Jackson,3,300400,30040
3005,Garcia,2,300500,30050
3006,Jackson,3,300600,30060
3007,Garcia,1,300700,30070
3008,,2,300800,30080
3009,Jones,3,300900,30090
3010,Anderson,0,301000,30100
3011,Davis,2,301100,30110
3012,Moore,3,301200,30120
3013,Williams,4,301300,30130
3014,Thomas,3,301400,30140
3015,Williams,1,301500,30150
3016,Taylor,2,301600,30160
3017,Brown,2,301700,30170
3018,Davis,1,301800,30180
3019,Johnson,4,301900,30190
3020,Jones,0,302000,30200
3021,Taylor,0,302100,30210
3022,Williams,3,302200,30220
3023,Moore,3,302300,30230
3024,Davis,1,302400,30240
3025,Moore,1,302500,30250
3026,Harris,1,302600,30260
3027,Moore,0,302700,30270
3028,Miller,1,302800,30280
3029,Brown,1,302900,30290
3030,Smith,0,303000,30300
3031,Smith,4,303100,30310
3032,Davis,0,303200,30320
3033,Jackson,1,303300,30330
3034,Moore,4,303400,30340
3035,Thomas,1,303500,30350
3036,Williams,3,303600,30360
3037,Jackson,2,303700,30370
3038,Taylor,5,303800,30380
3039,Anderson,5,303900,30390
3040,Jackson,2,304000,30400
3041,Taylor,1,304100,30410
3042,Williams,0,304200,30420
3043,White,3,304300,30430
3044,Jackson,4,304400,30440
3045,Williams,4,304500,30450
3046,Davis,4,304600,30460
3047,Moore,1,304700,30470
3048,Williams,2,304800,30480
3049,Davis,1,304900,30490
3050,Taylor,5,305000,30500
3051,Martin,4,305100,30510
3052,Brown,1,305200,30520
3053,Johnson,0,305300,30530
3054,Anderson,3,305400,30540
3055,White,5,305500,30550
3056,Williams,2,305600,30560
3057,Jackson,3,305700,30570
3058,Wilson,1,305800,30580
3059,Smith,3,305900,30590
3060,Wilson,3,306000,30589
3061,Thomas,5,306100,30610
3062,Johnson,4,306200,30620
3063,Smith,3,306300,30630
3064,Wilson,0,306400,30640
3065,Martin,4,306500,30650
3066,Jackson,4,306600,30660
3067,Brown,3,306700,30670
3068,Davis,5,306800,30680
3069,Anderson,5,306900,30690
3070,Jackson,3,307000,30700
3071,Jackson,3,307100,30710
3072,Martin,2,307200,30720
3073,Thomas,1,307300,30730
3074,Harris,3,307400,30740
3075,Davis,3,307500,30750
3076,Taylor,4,307600,30760
3077,White,4,307700,30770
3078,White,3,307800,30780
3079,Williams,3,307900,30790
3080,Harris,2,308000,30800
3081,Smith,3,308100,30810
3082,Jones,4,308200,30820
3083,Taylor,3,308300,30830
3084,,3,308400,30840
3085,Thompson,3,308500,30850
3086,Thomas,2,308600,30860
3087,Harris,1,308700,30870
3088,Davis,3,308800,30880
3089,Davis,4,308900,30890
3090,Wilson,5,309000,30900
3091,Martin,3,309100,30910
3092,Miller,1,309200,30920
3093,Harris,2,309300,30930
3094,White,4,309400,30940
3095,Jackson,5,309500,30950
3096,Johnson,2,309600,30960
3097,Jackson,2,309700,30970
3098,White,3,309800,30980
3099,Thompson,4,309900,30990
3100,Taylor,2,310000,31000
3101,Anderson,3,310100,31010
3102,Jackson,1,310200,31020
3103,Jones,1,310300,31030
3104,White,4,310400,31040
3105,Miller,2,310500,31050
3106,Wilson,4,310600,31060
3107,Wilson,3,310700,31070
3108,Jones,4,310800,31080
3109,Thomas,2,310900,31090
3110,White,4,311000,31100
3111,Taylor,3,311100,31110
3112,Davis,3,311200,31120
3113,Garcia,2,311300,31130
3114,Davis,2,311400,31140
3115,Jackson,5,311500,31150
3116,Martin,1,311600,31160
3117,Taylor,1,311700,31170
3118,Miller,4,311800,31180
3119,Brown,4,311900,31190
3120,White,2,312000,31200
3121,Harris,4,312100,31210
3122,Davis,2,312200,31220
3123,Williams,3,312300,31230
3124,,4,312400,31240
3125,Harris,0,312500,31250
3126,Smith,2,312600,31260
3127,Moore,5,312700,31270
3128,White,0,312800,31280
3129,Williams,1,312900,31290
3130,Thompson,5,313000,31300
3131,Johnson,1,313100,31310
3132,Jones,5,313200,31320
3133,Smith,2,313300,31330
3134,Anderson,1,313400,31340
3135,Moore,3,313500,31350
3136,Wilson,0,313600,31360
3137,Anderson,2,313700,31370
3138,Jackson,0,313800,31380
3139,Harris,2,313900,31390
3140,Williams,2,314000,31400
3141,Thomas,1,314100,31410
3142,Jones,3,314200,31420
3143,Miller,1,314300,31430
3144,Davis,3,314400,31440
3145,Johnson,0,314500,31450
3146,Davis,4,314600,31460
3147,Smith,1,314700,31470
3148,Jackson,3,314800,31480
3149,Garcia,3,314900,31490
3150,Jackson,0,315000,31500
3151,Brown,1,315100,31510
3152,Davis,4,315200,31520
3153,Miller,4,315300,31530
3154,Thomas,0,315400,31540
3155,Moore,4,315500,31550
3156,Williams,5,315600,31560
3157,Brown,3,315700,31570
3158,Thompson,4,315800,31580
3159,Harris,2,315900,31590
3160,Williams,1,316000,31600
3161,Miller,1,316100,31610
3162,White,5,316200,31620
3163,Jones,5,316300,31630
3164,Martinez,2,316400,31640
3165,White,0,316500,31650
3166,Martin,1,316600,31660
3167,Jones,4,316700,31670
3168,Williams,0,316800,31680
3169,Thomas,0,316900,31690
3170,Jackson,2,317000,31700
3171,Taylor,3,317100,31710
3172,Anderson,3,317200,31720
3173,Thomas,4,317300,31730
3174,Jones,1,317400,31740
3175,Wilson,3,317500,31750
3176,Jones,2,317600,31760
3177,Miller,3,317700,31770
3178,Thomas,5,317800,31780
3179,Martin,4,317900,31790
3180,Wilson,4,318000,31800
3181,Jackson,2,318100,31810
3182,Williams,1,318200,31820
3183,Jackson,3,318300,31830
3184,Wilson,4,318400,31840
3185,Jones,3,318500,31850
3186,Johnson,3,318600,31860
3187,Davis,3,318700,31870
3188,Martin,0,318800,31880
3189,Williams,2,318900,31890
3190,Garcia,3,319000,31900
3191,Jackson,4,319100,31910
3192,Davis,4,319200,31920
3193,Jones,0,319300,31930
3194,Jones,3,319400,31940
3195,Moore,3,319500,31950
3196,,2,319600,31960
3197,Jackson,2,319700,31970
3198,Anderson,5,319800,31980
3199,Brown,1,319900,31990
3200,Davis,3,320000,32000
3201,Jones,1,320100,32010
3202,White,1,320200,32020
3203,Williams,1,320300,32030
3204,Harris,1,320400,32040
3205,Miller,2,320500,32050
3206,Wilson,3,320600,32060
3207,Wilson,5,320700,32070
3208,Martinez,4,320800,32080
3209,Garcia,3,320900,32090
3210,Williams,0,321000,32100
3211,Taylor,4,321100,32110
3212,Jones,2,321200,32120
3213,Anderson,5,321300,32130
3214,Brown,2,321400,32140
3215,Taylor,3,321500,32150
3216,Anderson,2,321600,32160
3217,Thompson,0,321700,32170
3218,Jackson,4,321800,32180
3219,Martin,4,321900,32190
3220,Martinez,1,322000,32200
3221,Martin,5,322100,32210
3222,Martinez,5,322200,32220
3223,Smith,4,322300,32230
3224,Garcia,4,322400,32240
3225,Taylor,1,322500,32250
3226,Anderson,1,322600,32260
3227,Smith,5,322700,32270
3228,Davis,1,322800,32280
3229,Thompson,1,322900,32290
3230,Anderson,5,323000,32300
3231,Martin,0,323100,32310
3232,Taylor,2,323200,32320
3233,Moore,5,323300,32330
3234,Moore,4,323400,32340
3235,Davis,0,323500,32350
3236,Jones,1,323600,32360
3237,Thompson,2,323700,32370
3238,Harris,4,323800,32380
3239,Jackson,0,323900,32390
3240,Garcia,2,324000,32400
3241,Taylor,3,324100,32410
3242,Wilson,4,324200,32420
3243,White,3,324300,32430
3244,Brown,4,324400,32440
3245,Davis,1,324500,32450
3246,Anderson,0,324600,32460
3247,Moore,1,324700,32470
3248,Brown,5,324800,32480
3249,Brown,5,324900,32490
3250,Miller,4,325000,32500
3251,Johnson,0,325100,32510
3252,Harris,4,325200,32520
3253,Smith,4,325300,32530
3254,Jones,5,325400,32540
3255,Smith,0,325500,32550
3256,Martinez,2,325600,32560
3257,Jackson,3,325700,32570
3258,Harris,5,325800,32580
3259,Anderson,1,325900,32590
3260,Smith,0,326000,32589
3261,Jackson,4,326100,32610
3262,Johnson,4,326200,32620
3263,Davis,3,326300,32630
3264,Jackson,1,326400,32640
3265,Taylor,3,326500,32650
3266,Jones,0,326600,32660
3267,,1,326700,32670
3268,Thompson,1,326800,32680
3269,Moore,4,326900,32690
3270,Garcia,1,327000,32700
3271,Thompson,2,327100,32710
3272,Brown,5,327200,32720
3273,Jackson,1,327300,32730
3274,Williams,0,327400,32740
3275,Wilson,0,327500,32750
3276,Anderson,4,327600,32760
3277,Jackson,4,327700,32770
3278,,5,327800,32780
3279,Smith,4,327900,32790
3280,Wilson,3,328000,32800
3281,Taylor,5,328100,32810
3282,Davis,2,328200,32820
3283,Moore,5,328300,32830
3284,Harris,2,328400,32840
3285,Miller,5,328500,32850
3286,Martin,2,328600,32860
3287,Martinez,2,328700,32870
3288,Taylor,1,328800,32880
3289,Brown,5,328900,32890
3290,Garcia,3,329000,32900
3291,Jones,0,329100,32910
3292,Thompson,4,329200,32920
3293,Martin,2,329300,32930
3294,Miller,2,329400,32940
3295,Harris,3,329500,32950
3296,Brown,3,329600,32960
3297,Brown,2,329700,32970
3298,White,1,329800,32980
3299,Garcia,4,329900,32990
3300,Moore,1,330000,32989
3301,Miller,4,330100,33010
3302,Anderson,2,330200,33020
3303,Garcia,5,330300,33030
3304,Martin,2,330400,33040
3305,Garcia,3,330500,33050
3306,Miller,2,330600,33060
3307,Harris,5,330700,33070
3308,Miller,2,330800,33080
3309,Smith,3,330900,33090
3310,Miller,2,331000,33100
3311,Martin,2,331100,33110
3312,Harris,2,331200,33120
3313,Davis,3,331300,33130
3314,Williams,5,331400,33140
3315,Garcia,4,331500,33150
3316,Jackson,3,331600,33160
3317,Jones,4,331700,33170
3318,Harris,2,331800,33180
3319,Smith,4,331900,33190
3320,Brown,4,332000,33200
3321,Wilson,3,332100,33210
3322,Brown,2,332200,33220
3323,Anderson,1,332300,33230
3324,Thompson,3,332400,33240
3325,Anderson,2,332500,33250
3326,Taylor,2,332600,33260
3327,Harris,4,332700,33270
3328,Davis,3,332800,33280
3329,Jackson,1,332900,33290
3330,Harris,4,333000,33300
3331,Moore,2,333100,33310
3332,Moore,1,333200,33320
3333,Johnson,3,333300,33330
3334,Brown,0,333400,33340
3335,Brown,3,333500,33350
3336,Thomas,4,333600,33360
3337,Martinez,1,333700,33370
3338,Miller,2,333800,33380
3339,White,4,333900,33390
3340,Johnson,4,334000,33400
3341,Brown,5,334100,33410
3342,Jones,3,334200,33420
3343,Anderson,5,334300,33430
3344,Anderson,4,334400,33440
3345,Anderson,3,334500,33450
3346,Smith,3,334600,33460
3347,Williams,1,334700,33470
3348,Williams,4,334800,33480
3349,Smith,2,334900,33490
3350,,1,335000,33500
3351,Anderson,3,335100,33510
3352,Wilson,4,335200,33509
3353,Thomas,2,335300,33530
3354,Smith,3,335400,33540
3355,Johnson,1,335500,33550
3356,Taylor,1,335600,33560
3357,Brown,1,335700,33570
3358,Martin,1,335800,33580
3359,Jackson,4,335900,33590
3360,Thompson,4,336000,33600
3361,Jones,3,336100,33610
3362,Martin,4,336200,33620
3363,Martinez,0,336300,33630
3364,Brown,4,336400,33640
3365,Davis,2,336500,33650
3366,Wilson,4,336600,33660
3367,Jackson,3,336700,33670
3368,Johnson,4,336800,33680
3369,Davis,0,336900,33690
3370,Brown,4,337000,33700
3371,Martin,5,337100,33710
3372,Johnson,0,337200,33720
3373,Jones,2,337300,33730
3374,Smith,4,337400,33740
3375,Harris,3,337500,33750
3376,,2,337600,33760
3377,Thompson,5,337700,33770
3378,Williams,3,337800,33780
3379,Wilson,4,337900,33790
3380,Martin,4,338000,33800
3381,Miller,1,338100,33810
3382,Smith,5,338200,33820
3383,Garcia,0,338300,33830
3384,White,0,338400,33840
3385,Martinez,3,338500,33850
3386,Garcia,3,338600,33860
3387,Garcia,3,338700,33870
3388,Jackson,3,338800,33880
3389,Martinez,4,338900,33890
3390,Jones,2,339000,33900
3391,Davis,2,339100,33910
3392,Thompson,1,339200,33920
3393,Wilson,3,339300,33930
3394,Garcia,2,339400,33940
3395,Smith,3,339500,33950
3396,Martin,3,339600,33960
3397,Miller,3,339700,33970
3398,Jackson,0,339800,33980
3399,Taylor,2,339900,33990
3400,Martin,3,340000,34000
3401,Wilson,5,340100,34010
3402,Davis,1,340200,34020
3403,Wilson,0,340300,34030
3404,Brown,1,340400,34040
3405,Thomas,0,340500,34050
3406,Brown,2,340600,34060
3407,Moore,4,340700,34070
3408,White,1,340800,34080
3409,Johnson,0,340900,34090
3410,Thomas,2,341000,34100
3411,Thomas,2,341100,34110
3412,Martinez,3,341200,34120
3413,Jones,4,341300,34119
3414,Thomas,4,341400,34140
3415,Moore,1,341500,34150
3416,Thomas,1,341600,34160
3417,Jones,3,341700,34170
3418,Brown,1,341800,34180
3419,Johnson,2,341900,34190
3420,Johnson,4,342000,34200
3421,White,2,342100,34210
3422,Wilson,2,342200,34220
3423,Thomas,4,342300,34230
3424,Jackson,1,342400,34229
3425,Taylor,2,342500,34250
3426,Thompson,2,342600,34260
3427,Johnson,4,342700,34270
3428,Smith,3,342800,34280
3429,Brown,1,342900,34290
3430,Moore,4,343000,34300
3431,Williams,0,343100,34310
3432,Jones,0,343200,34320
3433,Smith,2,343300,34330
3434,Anderson,4,343400,34340
3435,Harris,3,343500,34350
3436,Thompson,2,343600,34360
3437,Martin,3,343700,34370
3438,Martin,0,343800,34380
3439,Davis,4,343900,34390
3440,Thompson,2,344000,34400
3441,Jackson,1,344100,34410
3442,Thompson,1,344200,34420
3443,Thompson,0,344300,34430
3444,Anderson,1,344400,34440
3445,Garcia,2,344500,34450
3446,Miller,4,344600,34460
3447,Davis,3,344700,34470
3448,Smith,3,344800,34480
3449,Miller,1,344900,34490
3450,Davis,2,345000,34500
3451,Davis,0,345100,34510
3452,Wilson,0,345200,34520
3453,Miller,0,345300,34530
3454,Smith,5,345400,34540
3455,Martin,5,345500,34550
3456,Moore,4,345600,34560
3457,Anderson,4,345700,34570
3458,Miller,1,345800,34580
3459,Anderson,2,345900,34590
3460,Davis,3,346000,34600
3461,Garcia,1,346100,34610
3462,Taylor,3,346200,34620
3463,Moore,1,346300,34630
3464,Martin,0,346400,34629
3465,Garcia,4,346500,34650
3466,Thompson,0,346600,34660
3467,Thompson,3,346700,34670
3468,Smith,1,346800,34680
3469,Anderson,0,346900,34690
3470,Brown,2,347000,34700
3471,Miller,3,347100,34710
3472,Thomas,0,347200,34720
3473,Brown,4,347300,34730
3474,Thomas,2,347400,34740
3475,Wilson,3,347500,34750
3476,Garcia,2,347600,34760
3477,Brown,1,347700,34770
3478,Johnson,1,347800,34780
3479,Thomas,4,347900,34790
3480,Johnson,3,348000,34800
3481,Thompson,5,348100,34810
3482,Thompson,4,348200,34820
3483,Smith,3,348300,34830
3484,Smith,3,348400,34840
3485,Jackson,1,348500,34850
3486,Jackson,5,348600,34860
3487,Anderson,2,348700,34859
3488,Thompson,5,348800,34880
3489,Jones,2,348900,34890
3490,Harris,4,349000,34900
3491,Smith,1,349100,34910
3492,Davis,2,349200,34920
3493,Williams,5,349300,34930
3494,Miller,4,349400,34940
3495,Davis,1,349500,34950
3496,Wilson,3,349600,34960
3497,Moore,0,349700,34970
3498,Miller,1,349800,34980
3499,Davis,4,349900,34990
3500,Miller,4,350000,35000
3501,White,5,350100,35010
3502,Smith,0,350200,35020
3503,Brown,3,350300,35030
3504,White,1,350400,35040
3505,Miller,3,350500,35050
3506,Thomas,3,350600,35060
3507,Johnson,2,350700,35070
3508,White,3,350800,35080
3509,Williams,4,350900,35090
3510,Williams,4,351000,35100
3511,Harris,1,351100,35110
3512,Wilson,1,351200,35120
3513,Moore,0,351300,35130
3514,Smith,4,351400,35140
3515,Garcia,5,351500,35150
3516,Garcia,1,351600,35160
3517,Moore,5,351700,35170
3518,,3,351800,35180
3519,Wilson,5,351900,35190
3520,Williams,5,352000,35200
3521,Wilson,3,352100,35210
3522,Anderson,0,352200,35220
3523,Harris,3,352300,35230
3524,White,2,352400,35240
3525,Taylor,1,352500,35250
3526,Martin,1,352600,35260
3527,Thompson,1,352700,35270
3528,Jones,4,352800,35280
3529,Garcia,4,352900,35290
3530,Davis,5,353000,35300
3531,Smith,3,353100,35310
3532,Davis,1,353200,35320
3533,Anderson,4,353300,35330
3534,Jones,1,353400,35340
3535,Jones,3,353500,35350
3536,Miller,4,353600,35360
3537,White,0,353700,35370
3538,Harris,4,353800,35380
3539,White,3,353900,35390
3540,Wilson,2,354000,35400
3541,Thomas,4,354100,35410
3542,Jackson,0,354200,35420
3543,Taylor,0,354300,35430
3544,White,1,354400,35440
3545,Smith,5,354500,35450
3546,Jackson,4,354600,35460
3547,White,3,354700,35470
3548,Davis,1,354800,35480
3549,Anderson,1,354900,35490
3550,Johnson,1,355000,35500
3551,Smith,1,355100,35510
3552,Jackson,4,355200,35520
3553,Moore,4,355300,35530
3554,Miller,3,355400,35540
3555,Jones,4,355500,35550
3556,Taylor,2,355600,35549
3557,Garcia,0,355700,35570
3558,Thompson,3,355800,35580
3559,Martin,5,355900,35590
3560,Johnson,2,356000,35600
3561,Moore,5,356100,35610
3562,Miller,1,356200,35620
3563,Moore,5,356300,35630
3564,Miller,4,356400,35640
3565,Anderson,5,356500,35650
3566,White,3,356600,35660
3567,Thompson,0,356700,35670
3568,White,4,356800,35680
3569,Anderson,0,356900,35690
3570,Harris,4,357000,35700
3571,Jackson,4,357100,35710
3572,Smith,3,357200,35720
3573,Wilson,2,357300,35730
3574,Wilson,2,357400,35740
3575,Brown,4,357500,35750
3576,Taylor,3,357600,35760
3577,Taylor,4,357700,35770
3578,White,3,357800,35780
3579,White,3,357900,35790
3580,Johnson,5,358000,35800
3581,Thomas,4,358100,35810
3582,Wilson,2,358200,35820
3583,Thompson,5,358300,35830
3584,Harris,5,358400,35840
3585,Williams,3,358500,35850
3586,Williams,5,358600,35860
3587,Harris,4,358700,35870
3588,Garcia,0,358800,35880
3589,Williams,3,358900,35890
3590,Thompson,3,359000,35900
3591,,4,359100,35910
3592,Brown,4,359200,35920
3593,Anderson,4,359300,35930
3594,Davis,2,359400,35940
3595,Harris,2,359500,35950
3596,Martin,4,359600,35960
3597,Wilson,1,359700,35970
3598,White,2,359800,35980
3599,Jackson,2,359900,35990
3600,Garcia,4,360000,36000
3601,Thompson,0,360100,36010
3602,Martin,4,360200,36020
3603,Thompson,4,360300,36030
3604,Wilson,3,360400,36040
3605,Jones,4,360500,36050
3606,Harris,4,360600,36060
3607,Moore,1,360700,36070
3608,Johnson,3,360800,36080
3609,Brown,3,360900,36090
3610,,3,361000,36100
3611,Williams,4,361100,36110
3612,Harris,1,361200,36120
3613,Brown,4,361300,36130
3614,Taylor,0,361400,36140
3615,,0,361500,36150
3616,Moore,2,361600,36160
3617,Wilson,0,361700,36170
3618,Brown,1,361800,36180
3619,White,4,361900,36190
3620,White,5,362000,36189
3621,Jackson,1,362100,36210
3622,Taylor,0,362200,36220
3623,Thomas,5,362300,36230
3624,Miller,2,362400,36240
3625,Thomas,5,362500,36250
3626,Davis,0,362600,36260
3627,Martin,1,362700,36270
3628,Wilson,2,362800,36280
3629,,5,362900,36290
3630,Williams,2,363000,36300
3631,Moore,2,363100,36310
3632,Moore,2,363200,36320
3633,White,2,363300,36330
3634,Taylor,3,363400,36340
3635,Martinez,3,363500,36350
3636,Taylor,5,363600,36360
3637,Moore,2,363700,36370
3638,,4,363800,36380
3639,Martinez,3,363900,36390
3640,Anderson,5,364000,36400
3641,Jackson,5,364100,36410
3642,Wilson,3,364200,36420
3643,Davis,4,364300,36430
3644,Jackson,1,364400,36440
3645,Smith,4,364500,36450
3646,Thomas,1,364600,36460
3647,Miller,3,364700,36470
3648,Wilson,1,364800,36480
3649,Brown,3,364900,36490
3650,White,3,365000,36500
3651,Wilson,0,365100,36510
3652,Miller,4,365200,36520
3653,Wilson,4,365300,36530
3654,Smith,1,365400,36540
3655,Wilson,4,365500,36550
3656,White,3,365600,36560
3657,Taylor,1,365700,36570
3658,Miller,4,365800,36580
3659,Taylor,0,365900,36590
3660,Smith,0,366000,36600
3661,Thompson,4,366100,36610
3662,Anderson,3,366200,36620
3663,Davis,0,366300,36630
3664,Smith,0,366400,36640
3665,Williams,2,366500,36650
3666,Thomas,3,366600,36660
3667,Harris,2,366700,36670
3668,Anderson,5,366800,36680
3669,Harris,1,366900,36690
3670,Martinez,2,367000,36700
3671,Thomas,1,367100,36710
3672,Thompson,4,367200,36720
3673,White,1,367300,36730
3674,,4,367400,36740
3675,Williams,1,367500,36750
3676,Smith,1,367600,36760
3677,Martin,2,367700,36770
3678,Moore,5,367800,36780
3679,Anderson,2,367900,36790
3680,White,2,368000,36800
3681,Brown,5,368100,36810
3682,Moore,2,368200,36820
3683,Anderson,3,368300,36830
3684,Garcia,4,368400,36840
3685,Martin,1,368500,36850
3686,Taylor,3,368600,36860
3687,Harris,5,368700,36870
3688,Garcia,1,368800,36880
3689,Martin,1,368900,36890
3690,Martinez,2,369000,36900
3691,Taylor,1,369100,36910
3692,Johnson,3,369200,36920
3693,Thomas,0,369300,36930
3694,Johnson,5,369400,36940
3695,Davis,4,369500,36950
3696,Thompson,0,369600,36960
3697,Martin,3,369700,36970
3698,Anderson,4,369800,36980
3699,Thomas,4,369900,36990
3700,Williams,3,370000,37000
3701,Williams,5,370100,37010
3702,Harris,4,370200,37020
3703,Williams,2,370300,37030
3704,White,5,370400,37040
3705,Wilson,3,370500,37050
3706,Martin,4,370600,37060
3707,Smith,5,370700,37070
3708,Martin,4,370800,37080
3709,Davis,4,370900,37090
3710,Wilson,1,371000,37100
3711,Harris,3,371100,37110
3712,Martin,2,371200,37120
3713,Brown,0,371300,37130
3714,Wilson,4,371400,37140
3715,Williams,1,371500,37150
3716,White,4,371600,37160
3717,Anderson,4,371700,37170
3718,Thompson,1,371800,37180
3719,Miller,0,371900,37190
3720,White,2,372000,37200
3721,Johnson,0,372100,37210
3722,Thomas,4,372200,37220
3723,Davis,2,372300,37230
3724,Martin,2,372400,37240
3725,Wilson,3,372500,37250
3726,Smith,0,372600,37260
3727,Jackson,0,372700,37270
3728,Taylor,2,372800,37280
3729,Brown,2,372900,37290
3730,Anderson,3,373000,37300
3731,White,2,373100,37310
3732,Brown,4,373200,37320
3733,Jones,2,373300,37330
3734,Wilson,4,373400,37340
3735,Davis,3,373500,37350
